data,ultimo,aberturaa,maxima,minima,Vol.,Var%
"29.01.2014","2,4347","2,4226","2,4508","2,4226","","0,37%"
"28.01.2014","2,4258","2,4236","2,4305","2,4037","","0,22%"
"27.01.2014","2,4205","2,4010","2,4292","2,3903","","0,95%"
"24.01.2014","2,3977","2,4001","2,4329","2,3937","","0,09%"
"23.01.2014","2,3956","2,3726","2,4059","2,3681","","0,98%"
"22.01.2014","2,3723","2,3606","2,3769","2,3538","","0,64%"
"21.01.2014","2,3573","2,3436","2,3684","2,3410","","0,57%"
"20.01.2014","2,3440","2,3428","2,3445","2,3276","","0,07%"
"17.01.2014","2,3423","2,3617","2,3661","2,3393","","-0,89%"
"16.01.2014","2,3633","2,3601","2,3782","2,3445","","0,13%"
"15.01.2014","2,3603","2,3501","2,3609","2,3403","","0,43%"
"14.01.2014","2,3501","2,3574","2,3684","2,3481","","-0,40%"
"13.01.2014","2,3595","2,3616","2,3629","2,3387","","0,06%"
"10.01.2014","2,3582","2,3906","2,3976","2,3569","","-1,34%"
"09.01.2014","2,3902","2,3951","2,4040","2,3893","","-0,26%"
"08.01.2014","2,3964","2,3726","2,4005","2,3678","","1,03%"
"07.01.2014","2,3720","2,3806","2,3806","2,3553","","-0,16%"
"06.01.2014","2,3759","2,3811","2,3859","2,3709","","0,00%"
"03.01.2014","2,3760","2,3791","2,3892","2,3682","","-0,48%"
"02.01.2014","2,3874","2,3781","2,4099","2,3774","","1,08%"
"01.01.2014","2,3618","2,3618","2,3618","2,3618","","0,00%"
"31.12.2013","2,3618","2,3621","2,3621","2,3621","","0,00%"
"30.12.2013","2,3619","2,3385","2,3655","2,3261","","1,01%"
"27.12.2013","2,3382","2,3591","2,3591","2,3349","","-0,54%"
"26.12.2013","2,3510","2,3571","2,3648","2,3459","","-0,25%"
"25.12.2013","2,3568","2,3570","2,3571","2,3570","","0,00%"
"24.12.2013","2,3568","2,3571","2,3575","2,3570","","0,00%"
"23.12.2013","2,3568","2,3877","2,3883","2,3569","","-1,28%"
"20.12.2013","2,3874","2,3568","2,3896","2,3568","","1,46%"
"19.12.2013","2,3530","2,3318","2,3621","2,3313","","1,16%"
"18.12.2013","2,3260","2,3196","2,3636","2,3152","","0,30%"
"17.12.2013","2,3191","2,3306","2,3310","2,3143","","-0,37%"
"16.12.2013","2,3276","2,3325","2,3355","2,3088","","-0,08%"
"13.12.2013","2,3295","2,3351","2,3406","2,3265","","-0,11%"
"12.12.2013","2,3320","2,3415","2,3515","2,3245","","-0,38%"
"11.12.2013","2,3410","2,3066","2,3442","2,3066","","1,40%"
"10.12.2013","2,3087","2,3181","2,3198","2,3044","","-0,47%"
"09.12.2013","2,3195","2,3310","2,3323","2,3151","","-0,26%"
"06.12.2013","2,3255","2,3571","2,3750","2,3213","","-1,50%"
"05.12.2013","2,3609","2,3911","2,3960","2,3527","","-1,27%"
"04.12.2013","2,3912","2,3758","2,3925","2,3629","","0,66%"
"03.12.2013","2,3756","2,3541","2,3798","2,3488","","0,84%"
"02.12.2013","2,3557","2,3362","2,3591","2,3326","","0,86%"
"29.11.2013","2,3355","2,3181","2,3410","2,3102","","0,79%"
"28.11.2013","2,3173","2,3300","2,3438","2,3122","","-0,50%"
"27.11.2013","2,3290","2,2946","2,3319","2,2937","","1,42%"
"26.11.2013","2,2964","2,2838","2,3081","2,2838","","0,56%"
"25.11.2013","2,2835","2,2815","2,2970","2,2777","","0,24%"
"22.11.2013","2,2780","2,3056","2,3171","2,2763","","-1,19%"
"21.11.2013","2,3055","2,2703","2,3175","2,2703","","1,52%"
"20.11.2013","2,2710","2,2713","2,2736","2,2693","","0,02%"
"19.11.2013","2,2705","2,2638","2,2798","2,2503","","0,35%"
"18.11.2013","2,2625","2,3190","2,3190","2,2620","","-2,42%"
"15.11.2013","2,3187","2,3141","2,3190","2,3128","","0,25%"
"14.11.2013","2,3130","2,3343","2,3393","2,3128","","-0,84%"
"13.11.2013","2,3325","2,3331","2,3398","2,3196","","-0,02%"
"12.11.2013","2,3330","2,3309","2,3490","2,3230","","0,13%"
"11.11.2013","2,3300","2,3140","2,3438","2,3024","","0,71%"
"08.11.2013","2,3135","2,3057","2,3448","2,2945","","0,37%"
"07.11.2013","2,3050","2,2881","2,3137","2,2703","","0,90%"
"06.11.2013","2,2845","2,2823","2,2977","2,2690","","0,11%"
"05.11.2013","2,2820","2,2466","2,2948","2,2439","","1,64%"
"04.11.2013","2,2451","2,2542","2,2550","2,2368","","-0,50%"
"01.11.2013","2,2564","2,2350","2,2633","2,2350","","0,78%"
"31.10.2013","2,2390","2,1840","2,2413","2,1839","","2,54%"
"30.10.2013","2,1835","2,1850","2,1974","2,1801","","-0,02%"
"29.10.2013","2,1840","2,1805","2,1859","2,1742","","0,21%"
"28.10.2013","2,1795","2,1890","2,1890","2,1782","","-0,34%"
"25.10.2013","2,1870","2,2035","2,2045","2,1800","","-0,73%"
"24.10.2013","2,2030","2,1913","2,2092","2,1909","","0,69%"
"23.10.2013","2,1878","2,1725","2,1914","2,1723","","0,73%"
"22.10.2013","2,1720","2,1735","2,1901","2,1641","","-0,05%"
"21.10.2013","2,1730","2,1689","2,1829","2,1663","","0,21%"
"18.10.2013","2,1685","2,1524","2,1794","2,1467","","0,77%"
"17.10.2013","2,1520","2,1803","2,1821","2,1508","","-1,28%"
"16.10.2013","2,1800","2,1778","2,1853","2,1546","","0,14%"
"15.10.2013","2,1769","2,1818","2,1910","2,1759","","-0,20%"
"14.10.2013","2,1813","2,1790","2,1946","2,1640","","0,38%"
"11.10.2013","2,1730","2,1801","2,1880","2,1725","","-0,30%"
"10.10.2013","2,1796","2,2068","2,2076","2,1685","","-1,22%"
"09.10.2013","2,2065","2,2112","2,2150","2,1995","","-0,20%"
"08.10.2013","2,2109","2,2047","2,2119","2,1946","","0,29%"
"07.10.2013","2,2044","2,2071","2,2208","2,2012","","-0,32%"
"04.10.2013","2,2114","2,2076","2,2133","2,1979","","0,24%"
"03.10.2013","2,2060","2,1913","2,2140","2,1909","","0,70%"
"02.10.2013","2,1906","2,2160","2,2245","2,1911","","-1,10%"
"01.10.2013","2,2149","2,2163","2,2306","2,1965","","-0,03%"
"30.09.2013","2,2156","2,2566","2,2600","2,2097","","-1,59%"
"27.09.2013","2,2515","2,2459","2,2650","2,2440","","0,29%"
"26.09.2013","2,2451","2,2324","2,2492","2,2151","","0,58%"
"25.09.2013","2,2321","2,1991","2,2351","2,1976","","1,44%"
"24.09.2013","2,2005","2,1985","2,2131","2,1874","","0,11%"
"23.09.2013","2,1980","2,2102","2,2165","2,1948","","-0,53%"
"20.09.2013","2,2097","2,2026","2,2220","2,1905","","0,35%"
"19.09.2013","2,2021","2,1840","2,2167","2,1792","","0,76%"
"18.09.2013","2,1855","2,2548","2,2590","2,1830","","-3,10%"
"17.09.2013","2,2555","2,2840","2,2858","2,2523","","-1,24%"
"16.09.2013","2,2839","2,2503","2,2855","2,2480","","0,20%"
"13.09.2013","2,2793","2,2748","2,2874","2,2685","","0,23%"
"12.09.2013","2,2740","2,2768","2,2896","2,2689","","-0,09%"
